customer_id,customer_name,contact_info,demographics
316,Customer 316,customer316@gmail.com,46-55
317,Customer 317,customer317@gmail.com,56+
318,Customer 318,customer318@gmail.com,46-55
319,Customer 319,customer319@gmail.com,26-35
320,Customer 320,customer320@gmail.com,36-45
321,Customer 321,customer321@gmail.com,36-45
322,Customer 322,customer322@gmail.com,26-35
323,Customer 323,customer323@gmail.com,18-25
324,Customer 324,customer324@gmail.com,56+
325,Customer 325,customer325@gmail.com,18-25
326,Customer 326,customer326@gmail.com,36-45
327,Customer 327,customer327@gmail.com,18-25
328,Customer 328,customer328@gmail.com,56+
329,Customer 329,customer329@gmail.com,18-25
330,Customer 330,customer330@gmail.com,56+
331,Customer 331,customer331@gmail.com,26-35
332,Customer 332,customer332@gmail.com,56+
333,Customer 333,customer333@gmail.com,26-35
334,Customer 334,customer334@gmail.com,56+
335,Customer 335,customer335@gmail.com,26-35
336,Customer 336,customer336@gmail.com,46-55
337,Customer 337,customer337@gmail.com,56+
338,Customer 338,customer338@gmail.com,46-55
339,Customer 339,customer339@gmail.com,56+
340,Customer 340,customer340@gmail.com,36-45
341,Customer 341,customer341@gmail.com,18-25
342,Customer 342,customer342@gmail.com,56+
343,Customer 343,customer343@gmail.com,46-55
344,Customer 344,customer344@gmail.com,36-45
345,Customer 345,customer345@gmail.com,18-25
346,Customer 346,customer346@gmail.com,18-25
347,Customer 347,customer347@gmail.com,46-55
348,Customer 348,customer348@gmail.com,46-55
349,Customer 349,customer349@gmail.com,36-45
350,Customer 350,customer350@gmail.com,26-35
351,Customer 351,customer351@gmail.com,26-35
352,Customer 352,customer352@gmail.com,18-25
353,Customer 353,customer353@gmail.com,26-35
354,Customer 354,customer354@gmail.com,26-35
355,Customer 355,customer355@gmail.com,18-25
356,Customer 356,customer356@gmail.com,36-45
357,Customer 357,customer357@gmail.com,46-55
358,Customer 358,customer358@gmail.com,36-45
359,Customer 359,customer359@gmail.com,18-25
360,Customer 360,customer360@gmail.com,46-55
361,Customer 361,customer361@gmail.com,26-35
362,Customer 362,customer362@gmail.com,56+
363,Customer 363,customer363@gmail.com,36-45
364,Customer 364,customer364@gmail.com,36-45
365,Customer 365,customer365@gmail.com,18-25
366,Customer 366,customer366@gmail.com,26-35
367,Customer 367,customer367@gmail.com,46-55
368,Customer 368,customer368@gmail.com,56+
369,Customer 369,customer369@gmail.com,36-45
370,Customer 370,customer370@gmail.com,18-25
371,Customer 371,customer371@gmail.com,46-55
372,Customer 372,customer372@gmail.com,26-35
373,Customer 373,customer373@gmail.com,46-55
374,Customer 374,customer374@gmail.com,26-35
375,Customer 375,customer375@gmail.com,26-35
376,Customer 376,customer376@gmail.com,26-35
377,Customer 377,customer377@gmail.com,46-55
378,Customer 378,customer378@gmail.com,56+
379,Customer 379,customer379@gmail.com,56+
380,Customer 380,customer380@gmail.com,36-45
381,Customer 381,customer381@gmail.com,18-25
382,Customer 382,customer382@gmail.com,26-35
383,Customer 383,customer383@gmail.com,18-25
384,Customer 384,customer384@gmail.com,18-25
385,Customer 385,customer385@gmail.com,56+
386,Customer 386,customer386@gmail.com,26-35
387,Customer 387,customer387@gmail.com,46-55
388,Customer 388,customer388@gmail.com,36-45
389,Customer 389,customer389@gmail.com,56+
390,Customer 390,customer390@gmail.com,46-55
391,Customer 391,customer391@gmail.com,36-45
392,Customer 392,customer392@gmail.com,46-55
393,Customer 393,customer393@gmail.com,46-55
394,Customer 394,customer394@gmail.com,46-55
395,Customer 395,customer395@gmail.com,26-35
396,Customer 396,customer396@gmail.com,46-55
397,Customer 397,customer397@gmail.com,56+
398,Customer 398,customer398@gmail.com,26-35
399,Customer 399,customer399@gmail.com,56+
400,Customer 400,customer400@gmail.com,36-45
401,Customer 401,customer401@gmail.com,36-45
402,Customer 402,customer402@gmail.com,26-35
403,Customer 403,customer403@gmail.com,36-45
404,Customer 404,customer404@gmail.com,18-25
405,Customer 405,customer405@gmail.com,46-55
406,Customer 406,customer406@gmail.com,18-25
407,Customer 407,customer407@gmail.com,26-35
408,Customer 408,customer408@gmail.com,18-25
409,Customer 409,customer409@gmail.com,18-25
410,Customer 410,customer410@gmail.com,56+
411,Customer 411,customer411@gmail.com,46-55
412,Customer 412,customer412@gmail.com,36-45
413,Customer 413,customer413@gmail.com,56+
414,Customer 414,customer414@gmail.com,26-35
415,Customer 415,customer415@gmail.com,56+
416,Customer 416,customer416@gmail.com,46-55
417,Customer 417,customer417@gmail.com,46-55
418,Customer 418,customer418@gmail.com,46-55
419,Customer 419,customer419@gmail.com,46-55
420,Customer 420,customer420@gmail.com,26-35
421,Customer 421,customer421@gmail.com,36-45
422,Customer 422,customer422@gmail.com,46-55
423,Customer 423,customer423@gmail.com,56+
424,Customer 424,customer424@gmail.com,56+
425,Customer 425,customer425@gmail.com,56+
426,Customer 426,customer426@gmail.com,36-45
427,Customer 427,customer427@gmail.com,46-55
428,Customer 428,customer428@gmail.com,56+
429,Customer 429,customer429@gmail.com,46-55
430,Customer 430,customer430@gmail.com,56+
431,Customer 431,customer431@gmail.com,46-55
432,Customer 432,customer432@gmail.com,56+
433,Customer 433,customer433@gmail.com,18-25
434,Customer 434,customer434@gmail.com,26-35
435,Customer 435,customer435@gmail.com,46-55
436,Customer 436,customer436@gmail.com,36-45
437,Customer 437,customer437@gmail.com,18-25
438,Customer 438,customer438@gmail.com,18-25
439,Customer 439,customer439@gmail.com,46-55
440,Customer 440,customer440@gmail.com,36-45
441,Customer 441,customer441@gmail.com,46-55
442,Customer 442,customer442@gmail.com,46-55
443,Customer 443,customer443@gmail.com,36-45
444,Customer 444,customer444@gmail.com,26-35
445,Customer 445,customer445@gmail.com,56+
446,Customer 446,customer446@gmail.com,46-55
447,Customer 447,customer447@gmail.com,46-55
448,Customer 448,customer448@gmail.com,56+
449,Customer 449,customer449@gmail.com,36-45
450,Customer 450,customer450@gmail.com,56+
451,Customer 451,customer451@gmail.com,36-45
452,Customer 452,customer452@gmail.com,26-35
453,Customer 453,customer453@gmail.com,56+
454,Customer 454,customer454@gmail.com,46-55
455,Customer 455,customer455@gmail.com,36-45
456,Customer 456,customer456@gmail.com,46-55
457,Customer 457,customer457@gmail.com,18-25
458,Customer 458,customer458@gmail.com,26-35
459,Customer 459,customer459@gmail.com,56+
460,Customer 460,customer460@gmail.com,56+
461,Customer 461,customer461@gmail.com,26-35
462,Customer 462,customer462@gmail.com,26-35
463,Customer 463,customer463@gmail.com,46-55
464,Customer 464,customer464@gmail.com,56+
465,Customer 465,customer465@gmail.com,36-45
466,Customer 466,customer466@gmail.com,36-45
467,Customer 467,customer467@gmail.com,36-45
468,Customer 468,customer468@gmail.com,18-25
469,Customer 469,customer469@gmail.com,36-45
470,Customer 470,customer470@gmail.com,56+
471,Customer 471,customer471@gmail.com,46-55
472,Customer 472,customer472@gmail.com,56+
473,Customer 473,customer473@gmail.com,36-45
474,Customer 474,customer474@gmail.com,56+
475,Customer 475,customer475@gmail.com,46-55
476,Customer 476,customer476@gmail.com,18-25
477,Customer 477,customer477@gmail.com,46-55
478,Customer 478,customer478@gmail.com,26-35
479,Customer 479,customer479@gmail.com,18-25
480,Customer 480,customer480@gmail.com,56+
481,Customer 481,customer481@gmail.com,18-25
482,Customer 482,customer482@gmail.com,18-25
483,Customer 483,customer483@gmail.com,18-25
484,Customer 484,customer484@gmail.com,46-55
485,Customer 485,customer485@gmail.com,26-35
486,Customer 486,customer486@gmail.com,56+
487,Customer 487,customer487@gmail.com,18-25
488,Customer 488,customer488@gmail.com,18-25
489,Customer 489,customer489@gmail.com,18-25
490,Customer 490,customer490@gmail.com,18-25
491,Customer 491,customer491@gmail.com,26-35
492,Customer 492,customer492@gmail.com,46-55
493,Customer 493,customer493@gmail.com,46-55
494,Customer 494,customer494@gmail.com,18-25
495,Customer 495,customer495@gmail.com,18-25
496,Customer 496,customer496@gmail.com,46-55
497,Customer 497,customer497@gmail.com,56+
498,Customer 498,customer498@gmail.com,56+
499,Customer 499,customer499@gmail.com,36-45
500,Customer 500,customer500@gmail.com,56+
501,Customer 501,customer501@gmail.com,36-45
502,Customer 502,customer502@gmail.com,36-45
503,Customer 503,customer503@gmail.com,26-35
504,Customer 504,customer504@gmail.com,46-55
505,Customer 505,customer505@gmail.com,36-45
506,Customer 506,customer506@gmail.com,46-55
507,Customer 507,customer507@gmail.com,36-45
508,Customer 508,customer508@gmail.com,18-25
509,Customer 509,customer509@gmail.com,36-45
510,Customer 510,customer510@gmail.com,26-35
511,Customer 511,customer511@gmail.com,46-55
512,Customer 512,customer512@gmail.com,56+
513,Customer 513,customer513@gmail.com,46-55
514,Customer 514,customer514@gmail.com,18-25
515,Customer 515,customer515@gmail.com,46-55
516,Customer 516,customer516@gmail.com,36-45
517,Customer 517,customer517@gmail.com,56+
518,Customer 518,customer518@gmail.com,36-45
519,Customer 519,customer519@gmail.com,26-35
520,Customer 520,customer520@gmail.com,46-55
521,Customer 521,customer521@gmail.com,56+
522,Customer 522,customer522@gmail.com,36-45
523,Customer 523,customer523@gmail.com,26-35
524,Customer 524,customer524@gmail.com,26-35
525,Customer 525,customer525@gmail.com,56+
526,Customer 526,customer526@gmail.com,56+
527,Customer 527,customer527@gmail.com,26-35
528,Customer 528,customer528@gmail.com,46-55
529,Customer 529,customer529@gmail.com,36-45
530,Customer 530,customer530@gmail.com,26-35
531,Customer 531,customer531@gmail.com,26-35
532,Customer 532,customer532@gmail.com,18-25
533,Customer 533,customer533@gmail.com,18-25
534,Customer 534,customer534@gmail.com,26-35
535,Customer 535,customer535@gmail.com,36-45
536,Customer 536,customer536@gmail.com,18-25
537,Customer 537,customer537@gmail.com,56+
538,Customer 538,customer538@gmail.com,26-35
539,Customer 539,customer539@gmail.com,46-55
540,Customer 540,customer540@gmail.com,36-45
541,Customer 541,customer541@gmail.com,36-45
542,Customer 542,customer542@gmail.com,46-55
543,Customer 543,customer543@gmail.com,26-35
544,Customer 544,customer544@gmail.com,18-25
545,Customer 545,customer545@gmail.com,56+
546,Customer 546,customer546@gmail.com,46-55
547,Customer 547,customer547@gmail.com,36-45
548,Customer 548,customer548@gmail.com,36-45
549,Customer 549,customer549@gmail.com,26-35
550,Customer 550,customer550@gmail.com,18-25
551,Customer 551,customer551@gmail.com,36-45
552,Customer 552,customer552@gmail.com,46-55
553,Customer 553,customer553@gmail.com,26-35
554,Customer 554,customer554@gmail.com,26-35
555,Customer 555,customer555@gmail.com,26-35
556,Customer 556,customer556@gmail.com,18-25
557,Customer 557,customer557@gmail.com,46-55
558,Customer 558,customer558@gmail.com,56+
559,Customer 559,customer559@gmail.com,18-25
560,Customer 560,customer560@gmail.com,56+
561,Customer 561,customer561@gmail.com,46-55
562,Customer 562,customer562@gmail.com,46-55
563,Customer 563,customer563@gmail.com,56+
564,Customer 564,customer564@gmail.com,56+
565,Customer 565,customer565@gmail.com,56+
566,Customer 566,customer566@gmail.com,56+
567,Customer 567,customer567@gmail.com,36-45
568,Customer 568,customer568@gmail.com,56+
569,Customer 569,customer569@gmail.com,36-45
570,Customer 570,customer570@gmail.com,56+
571,Customer 571,customer571@gmail.com,26-35
572,Customer 572,customer572@gmail.com,56+
573,Customer 573,customer573@gmail.com,26-35
574,Customer 574,customer574@gmail.com,56+
575,Customer 575,customer575@gmail.com,46-55
576,Customer 576,customer576@gmail.com,36-45
577,Customer 577,customer577@gmail.com,26-35
578,Customer 578,customer578@gmail.com,46-55
579,Customer 579,customer579@gmail.com,36-45
580,Customer 580,customer580@gmail.com,36-45
581,Customer 581,customer581@gmail.com,18-25
582,Customer 582,customer582@gmail.com,56+
583,Customer 583,customer583@gmail.com,56+
584,Customer 584,customer584@gmail.com,36-45
585,Customer 585,customer585@gmail.com,36-45
586,Customer 586,customer586@gmail.com,46-55
587,Customer 587,customer587@gmail.com,26-35
588,Customer 588,customer588@gmail.com,46-55
589,Customer 589,customer589@gmail.com,26-35
590,Customer 590,customer590@gmail.com,56+
591,Customer 591,customer591@gmail.com,26-35
592,Customer 592,customer592@gmail.com,46-55
593,Customer 593,customer593@gmail.com,36-45
594,Customer 594,customer594@gmail.com,36-45
595,Customer 595,customer595@gmail.com,26-35
596,Customer 596,customer596@gmail.com,26-35
597,Customer 597,customer597@gmail.com,46-55
598,Customer 598,customer598@gmail.com,36-45
599,Customer 599,customer599@gmail.com,56+
600,Customer 600,customer600@gmail.com,36-45
